Ref_Date,GEO,SEX,Weight_class,Weight_low,Weight_high,Weight_mid,Value
2013,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2014,Unknown province or territory,Males,2500 to 2749 grams,2500,7,1253.5,0
2000,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2001,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2002,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2003,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2004,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2005,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2006,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2007,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2008,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2009,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2010,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,1
2011,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2012,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2013,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2014,Unknown province or territory,Males,2750 to 2999 grams,2750,8,1379,0
2000,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2001,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2002,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2003,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2004,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2005,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2006,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2007,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2008,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2009,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,2
2010,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,1
2011,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2012,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2013,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2014,Unknown province or territory,Males,3000 to 3249 grams,3000,9,1504.5,0
2000,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2001,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2002,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2003,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2004,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,1
2005,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2006,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,1
2007,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2008,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2009,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2010,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,1
2011,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2012,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2013,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2014,Unknown province or territory,Males,3250 to 3499 grams,3250,10,1630,0
2000,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,3
2001,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2002,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2003,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2004,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,1
2005,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2006,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2007,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2008,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2009,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2010,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,1
2011,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2012,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2013,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2014,Unknown province or territory,Males,3500 to 3749 grams,3500,11,1755.5,0
2000,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,2
2001,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2002,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,1
2003,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2004,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2005,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2006,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2007,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2008,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2009,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2010,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2011,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2012,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2013,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2014,Unknown province or territory,Males,3750 to 3999 grams,3750,12,1881,0
2000,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2001,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2002,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,2
2003,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2004,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2005,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2006,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2007,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2008,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2009,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2010,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2011,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2012,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2013,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2014,Unknown province or territory,Males,4000 to 4249 grams,4000,13,2006.5,0
2000,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,1
2001,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2002,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2003,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2004,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2005,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2006,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,1
2007,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2008,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2009,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2010,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2011,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2012,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2013,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2014,Unknown province or territory,Males,4250 to 4499 grams,4250,14,2132,0
2000,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2001,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2002,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2003,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2004,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2005,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2006,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2007,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2008,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2009,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2010,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2011,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2012,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2013,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2014,Unknown province or territory,Males,4500 to 4749 grams,4500,15,2257.5,0
2000,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2001,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2002,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2003,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2004,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2005,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2006,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2007,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2008,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2009,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2010,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2011,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2012,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2013,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2014,Unknown province or territory,Males,4750 to 4999 grams,4750,16,2383,0
2000,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2001,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2002,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2003,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2004,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2005,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2006,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2007,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2008,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2009,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2010,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2011,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2012,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2013,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2014,Unknown province or territory,Males,5000 to 5249 grams,5000,18,2509,0
2000,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2001,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2002,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2003,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2004,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2005,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2006,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2007,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2008,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2009,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2010,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2011,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2012,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2013,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2014,Unknown province or territory,Males,5250 to 5499 grams,5250,19,2634.5,0
2000,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2001,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2002,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2003,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2004,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2005,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2006,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2007,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2008,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2009,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2010,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2011,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2012,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2013,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2014,Unknown province or territory,Males,5500 grams or more,5500,22,2761,0
2000,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2001,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2002,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2003,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2004,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2005,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2006,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2007,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2008,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2009,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2010,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2011,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2012,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2013,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2014,Unknown province or territory,Females,less than 500 grams,0,17,8.5,0
2000,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2001,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2002,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2003,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2004,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2005,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2006,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2007,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2008,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2009,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2010,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2011,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2012,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2013,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2014,Unknown province or territory,Females,500 to 749 grams,500,20,260,0
2000,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2001,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2002,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2003,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2004,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2005,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2006,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2007,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2008,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2009,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2010,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,1
2011,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2012,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2013,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2014,Unknown province or territory,Females,750 to 999 grams,750,21,385.5,0
2000,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2001,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2002,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2003,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2004,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2005,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2006,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2007,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2008,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2009,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2010,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2011,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2012,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2013,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2014,Unknown province or territory,Females,1000 to 1249 grams,1000,1,500.5,0
2000,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2001,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2002,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2003,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2004,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2005,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2006,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2007,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2008,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2009,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2010,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2011,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2012,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2013,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2014,Unknown province or territory,Females,1250 to 1499 grams,1250,2,626,0
2000,Unknown province or territory,Females,1500 to 1749 grams,1500,3,751.5,0
2001,Unknown province or territory,Females,1500 to 1749 grams,1500,3,751.5,0
2002,Unknown province or territory,Females,1500 to 1749 grams,1500,3,751.5,0
2003,Unknown province or territory,Females,1500 to 1749 grams,1500,3,751.5,0
